District,Year,soil_moisture,clay_0-30cm_mean_(%),sand_0-30cm_mean_(%),silt_0-30cm_mean_(%),soc_0-30cm_mean_(g/kg),bdod_0-30cm_mean_(g/cm³),cec_0-30cm_mean_(meq/100g),phh2o_0-30cm_mean_(pH),nitrogen_0-30cm_mean_(mg/kg),All Sky Longwave Down (W/m²),Cloud Coverage (%),Surface Pressure (kPa),Relative Humidity (%),Average Temperature (°C),Max Temperature (°C),Min Temperature (°C),Monthly Rainfall (mm),Area('000 acres),Yield(tonnes_per_acre),UREA,NP,MAP,SSP,SOP,MOP,AS,NPKs,25th_Percentile-(May),75th_Percentile-(May),IQR-(May),Kurtosis-(May),Max_NDVI-(May),Mean_NDVI-(May),Median_NDVI-(May),Skewness-(May),Std_NDVI-(May),Variance-(May)
lodhran,2002,0.151240198,23.23360624,45.95257558,30.8139505,7.371388636,1.506242389,13.84318199,7.275304753,132.9219558,29.24,23.32714286,99.67285714,25.44,23.16857143,37.6,10.24857143,10.18285714,452.0,1.022123894,585.8,371.5777777777778,216.64920176876672,295.0871997274535,180.8668183316493,402.6662033007631,0.0,403.6825199061169,0.1467,0.1944,0.0477,4.2548,0.5481,0.1746,0.1676,1.4318,0.0418,0.0017
mandi bahauddin,2002,0.213341193,26.10929799,28.96537172,44.92544321,9.670252495,1.518841192,14.35482774,7.602293621,87.04824721,28.77142857,35.87142857,98.44,27.22142857,22.20857143,35.99142857,10.65857143,10.26714286,284.0,1.095070423,585.8000000000001,371.5777777777778,263.00814847431496,248.48128342245988,168.06346916119182,224.65894382058264,303.9377434573305,400.0094161829799,0.2153,0.2958,0.0806,1.8526,0.6998,0.2552,0.2566,0.0895,0.064,0.0041
mianwali,2002,0.168349298,26.68831913,32.37048602,40.94132529,9.511163446,1.511840409,15.20595543,7.602074387,90.90204148,28.26857143,31.24285714,96.93410713375,30.71,20.38285714,33.63285714,7.894285714,15.73,336.0,0.717261905,585.8000000000002,371.57777777777767,485.53422769538105,102.7362500127384,166.1959455472792,0.0,143.01280221605992,380.1855854953764,0.1148,0.1914,0.0766,3.9992,0.5859,0.1612,0.1515,1.2042,0.0788,0.0062
multan,2002,0.125471601,22.9283732,45.33794246,31.73357711,6.918145083,1.507161506,13.9218079,7.236992732,122.3688676,29.16571429,26.43,99.76285714,25.09857143,23.21428571,37.67571429,10.88285714,10.26571429,477.0,1.006289308,585.8000000000002,371.5777777777777,229.72518634622955,65.75660758688304,0.0,635.3321734381334,418.56498575681815,411.93000000000006,0.1496,0.208,0.0584,2.2334,0.5873,0.1818,0.1764,0.8074,0.0525,0.0028
muzaffargarh,2002,0.09374653,22.83340907,42.33163522,34.83483987,6.38012474,1.494055078,14.84178225,7.492060066,82.22149655,29.16571429,26.43,99.76285714,25.09857143,23.21428571,37.67571429,10.88285714,10.26571429,703.0,0.903271693,585.8000000000001,371.57777777777767,572.7814798166653,229.4519195065114,582.3613901865755,361.03877570399584,365.5694995073116,623.6600085037617,0.1226,0.2016,0.0789,2.1894,0.5873,0.1667,0.16,0.566,0.0717,0.0051
nankana sahib,2002,0.193206188,19.97827172,34.01520297,46.00647979,8.701091539,1.518841192,12.43120441,7.720458023,80.10548915,29.12571429,33.08,98.84428571,25.73285714,22.56571429,36.48285714,10.24285714,7.637142857,454.0,1.112055202,585.8000000000002,371.5777777777777,271.604540509604,169.85867295408838,176.14166314259973,232.7516851887724,132.18045418267295,277.94869045084886,0.1836,0.2712,0.0876,0.9886,0.6275,0.2318,0.2249,0.7443,0.0646,0.0042
narowal,2002,0.233710077,25.45529094,35.33818921,39.2066029,8.227725798,1.530096339,16.03339229,7.358177714,123.0161334,28.86142857,38.19,98.28857143,25.48,22.54571429,36.04,11.22571429,8.654285714,316.0,0.667721519,585.8,371.5777777777777,330.0648416297531,248.48128342245988,0.0,29.38607472672712,68.28545297814817,578.9952654501978,0.184,0.2343,0.0503,2.3052,0.5306,0.2122,0.2054,0.9837,0.0417,0.0017
okara,2002,0.178292045,21.72739446,37.03793735,41.23467328,8.247179716,1.53423889,13.60017411,7.617680489,85.09235793,29.24714286,28.96428571,99.15428571,25.18,22.88142857,36.58,10.41,8.515714286,550.0,1.314545455,585.8000000000002,371.5777777777777,558.9207302889537,248.48128342245988,160.2763929210245,76.9699034700368,380.4629151641535,520.3501261719277,0.1974,0.2709,0.0735,2.2144,0.5803,0.239,0.2314,1.027,0.0617,0.0038
pakpattan,2002,0.166512194,22.75436488,42.98412167,34.26151316,7.85615721,1.488206282,15.38696311,7.458479404,86.47478949,29.24714286,28.96428571,99.27428571,24.39,23.18,36.93,10.51714286,7.842857143,388.0,1.394329897,585.8,371.5777777777777,487.1449350204555,446.7664055938294,535.1893021663204,0.0,242.0174995493024,311.05843428878086,0.1673,0.2378,0.0705,3.4412,0.6335,0.2114,0.1974,1.5615,0.0665,0.0044
rahim yar khan,2002,0.086016389,23.5618907,45.41603829,31.02210557,6.662394545,1.488313127,14.61827705,7.53167932,76.73249437,29.36714286,38.01857936508889,100.07,20.38857143,24.65571429,38.60142857,12.21,1.481428571,773.0,0.957309185,585.8,371.5777777777778,258.2030177550167,271.8593584135809,455.1607975041432,460.8023239100919,341.86803805191164,411.93,0.1584,0.2092,0.0508,3.9025,0.5532,0.1872,0.1817,1.2449,0.0428,0.0018
rajanpur,2002,0.103252549,24.06423753,41.39001552,34.54579882,6.459094751,1.487643038,15.59975532,7.708249033,81.59696618,28.97428571,38.01857936508889,100.0314286,21.31285714,24.15,38.71,11.69857143,2.837142857,349.0,1.054441261,585.8000000000001,371.57777777777767,283.2061856733112,200.1805610054887,165.7306449999209,213.28802288689792,155.93112649349527,496.0703466678817,0.12,0.1804,0.0604,2.4025,0.4316,0.1488,0.1509,-0.4585,0.0518,0.0027
rawalpindi,2002,0.288980373,21.43771641,18.54535546,60.01706426,8.916800462,1.519756409,15.57050005,7.0,99.29446296,28.1,40.16428571,96.93410713375,28.73857143,19.99142857,32.98142857,8.82,16.05142857,268.0,0.395522388,585.8,371.5777777777777,315.54037267080747,311.3668048404209,188.58833295174503,89.54832864251208,27.453199988222963,226.05676897585755,0.1632,0.2158,0.0526,3.2123,0.4724,0.1949,0.1864,1.4506,0.0466,0.0022
sahiwal,2002,0.172257553,23.34293038,40.87749912,35.77950069,8.067043545,1.512581684,14.54219032,7.520981114,86.83327211,29.24714286,28.96428571,99.27428571,24.39,23.18,36.93,10.51714286,7.842857143,373.0,1.260053619,585.8000000000002,371.5777777777778,572.7814798166653,446.7664055938294,304.87361879757543,368.3214956168681,49.00411651963304,528.743144943288,0.1925,0.2756,0.0831,1.8919,0.6017,0.2426,0.2273,1.2363,0.0727,0.0053
sargodha,2002,0.195733504,23.32559565,29.07106301,47.60341272,8.149213029,1.517599389,11.82999451,7.710870947,77.6280688,28.06428571,35.34714286,99.06428571,27.37285714,22.32285714,35.87285714,10.49285714,11.65142857,459.0,1.030501089,585.8000000000001,371.5777777777777,218.6884265841209,212.70893540454432,509.4513931884844,89.08755929642777,242.8156123887917,628.1868005489015,0.1903,0.2679,0.0776,1.227,0.601,0.2322,0.2266,0.5067,0.0592,0.0035
sheikhupura,2002,0.206533501,25.48146294,27.48142676,47.03731938,8.255936419,1.523007811,13.0947961,8.0,81.47574095,29.12571429,33.08,98.84428571,25.73285714,22.56571429,36.48285714,10.24285714,7.637142857,731.0,1.079343365,585.8,371.5777777777778,306.9092475584738,149.0,128.97397703868998,241.91534781935627,286.33249858480934,411.2035085118189,0.1728,0.2468,0.074,2.8326,0.607,0.2169,0.2024,1.3812,0.0642,0.0041
sialkot,2002,0.235558366,27.59647199,34.038009,38.36557989,10.40211128,1.517599389,16.64599154,7.582435763,109.5574369,28.86142857,38.19,98.15,25.86142857,22.47714286,35.91285714,11.63142857,11.57142857,454.0,0.947136564,585.8,371.5777777777777,342.45241309412154,54.99061686835304,242.43827384537468,282.44665891849013,186.4637015833126,103.0473501342302,0.1845,0.2355,0.051,5.4124,0.5792,0.2164,0.2052,1.8391,0.0491,0.0024
toba tek singh,2002,0.17801055,22.27534611,32.42238468,45.30211006,7.681504753,1.527867319,14.02611217,7.530742368,84.47723696,29.03571429,31.67,99.29285714,26.35285714,22.66142857,36.43142857,10.05142857,11.13857143,351.0,1.145299145,585.8,371.5777777777777,288.7585057083103,18.12422751919408,268.0917515521828,226.1071220922908,408.4464898355876,419.5344636614964,0.1741,0.2377,0.0636,0.78,0.5442,0.2087,0.203,0.6389,0.0492,0.0024
vehari,2002,0.139644169,23.07735465,46.44989532,30.47280075,7.543312991,1.501395987,14.56667749,7.415776062,127.0529409,29.18285714,28.04714286,99.49428571,24.37285714,23.29,37.30714286,10.52857143,8.574285714,647.0,1.105100464,585.8000000000002,371.57777777777767,73.35080714498025,248.48128342245988,223.50719960925665,281.4385281525359,418.56498575681815,567.7546572122835,0.1442,0.1928,0.0487,2.9665,0.5532,0.1708,0.1664,0.8798,0.042,0.0018
attock,2003,0.258972864,23.17901964,19.49466876,57.32633798,8.916800462,1.523007811,16.3738695,7.032652587,99.29446296,28.07571429,44.69428571,96.93410713375,39.45571429,19.08142857,30.66285714,8.767142857,35.85714286,316.0,0.617088608,585.8000000000001,371.5777777777779,328.5199298952009,174.79018572172936,152.1802806649221,127.613051895637,208.0838514713298,117.2071082172134,0.2053,0.2876,0.0823,0.8652,0.6188,0.2494,0.2442,0.471,0.0604,0.0036
bahawalnagar,2003,0.140903531,22.9042233,45.04427627,32.05161438,7.725205198,1.512642505,13.79395824,7.358470603,139.6220706,29.42571429,38.18714286,99.52571429,26.88571429,22.8,36.06428571,8.648571429,4.264285714,696.0,0.998563218,585.8,371.5777777777777,572.7814798166653,357.02442097422653,668.5102190547248,346.93966617265306,146.9357696389543,662.3943937222352,0.1599,0.2159,0.056,3.7453,0.6031,0.1925,0.1848,1.3497,0.0476,0.0023
bahawalpur,2003,0.074507114,23.33228973,49.83835207,26.82936439,6.956910005,1.489452973,14.91368202,7.415198511,88.68007501,29.37571429,31.01428571,99.76857143,25.28857143,23.07714286,36.27142857,9.368571429,3.511428571,664.0,1.090361446,585.8,371.5777777777778,327.54462255942445,446.7664055938294,666.1278749836526,234.55347939254605,160.38600582823662,420.55472498173816,0.1119,0.163,0.0512,1.6927,0.513,0.1396,0.1374,0.7208,0.0381,0.0015
bhakkar,2003,0.072363419,22.99418972,34.65893653,42.34668707,7.004199957,1.504818159,15.03399747,7.562328115,84.25889218,29.24285714,38.79857143,99.27571429,31.71857143,21.27571429,33.88285714,8.688571429,9.368571429,324.0,0.987654321,585.8,371.5777777777778,269.2039844150051,282.86256487430376,113.55531381286151,343.2227837695264,157.46004028076658,618.5006548032059,0.0758,0.1855,0.1097,-0.1862,0.4691,0.1389,0.1383,0.5374,0.0654,0.0043
chakwal,2003,0.23252484,24.95145552,34.04584409,41.00278272,8.916800462,1.518841192,16.23380115,7.27006394,109.6470119,28.27857143,42.45571429,96.93410713375,39.47857143,19.09714286,31.60571429,7.035714286,26.71571429,285.0,0.452631579,585.8000000000002,371.57777777777767,315.5403726708075,320.57758587237913,0.0,244.9533333333333,56.16139533249665,445.1032278219219,0.1719,0.2413,0.0694,4.6095,0.667,0.2133,0.1928,1.1485,0.0661,0.0044
chiniot,2003,0.170359922,21.38071035,29.89557793,48.72370037,7.98566382,1.515365903,11.9200304,7.652336945,80.83532067,29.32142857,41.46857143,99.09428571,33.48142857,21.56285714,34.34857143,8.212857143,16.31285714,454.0,1.112055202,585.8000000000001,371.5777777777777,331.1501004408945,35.99911035673202,638.1264008804449,50.197157742005686,160.13247852344642,393.4421149707453,0.2186,0.301,0.0824,1.865,0.6558,0.2642,0.2582,0.7748,0.0675,0.0046
dera ghazi khan,2003,0.111778302,23.39515004,42.09708534,34.5078131,6.731983444,1.493035367,14.52150244,7.59410394,78.71948246,29.259296768701244,32.72714286,98.35857143,24.30714286,22.61142857,35.44,10.47,4.347142857,385.0,1.05974026,585.8,371.5777777777778,99.84024816582,23.5,143.49000922514068,319.98062287841947,274.59020961526323,382.8821331347483,0.1435,0.2138,0.0703,3.3096,0.584,0.1831,0.1746,0.3914,0.0701,0.0049
faisalabad,2003,0.16847953,23.74880918,33.73281683,46.87053341,7.908887425,1.515365903,12.05106161,7.668717385,80.18262089,29.52285714,44.32,99.09428571,33.48142857,21.56285714,34.34857143,8.212857143,16.31285714,628.0,1.140127389,585.8000000000001,371.5777777777778,413.4668229226458,446.7664055938294,723.1992812623914,380.4247309332397,399.3006280118461,290.6066479870051,0.225,0.2916,0.0667,0.6755,0.5398,0.2607,0.2564,0.5273,0.0509,0.0026
gujranwala,2003,0.201047393,27.76819004,29.90469572,42.32715599,9.39715933,1.523060939,15.08010092,7.728752551,87.61308896,29.17714286,45.96,98.80571429,36.72857143,21.11571429,33.93571429,8.265714286,25.14,536.0,1.126865672,585.8000000000001,371.57777777777767,71.27727181767744,248.48128342245988,183.28651053176523,261.6777884706992,364.1723895059448,715.3196563126024,0.1822,0.2617,0.0795,2.2844,0.7168,0.2264,0.2178,0.8508,0.0621,0.0039
gujrat,2003,0.217541519,26.05328035,32.963105,40.98357489,10.38613988,1.517214506,15.7080344,7.287606163,111.744565,29.17714286,45.96,98.19571429,36.30857143,21.08714286,33.35714286,9.468571429,35.10285714,324.0,0.691358025,585.8000000000002,371.5777777777779,274.4127816415118,18.12422751919408,169.22613772355584,125.86195254677642,294.2970749657877,262.2421271562223,0.1978,0.2662,0.0685,3.2685,0.659,0.2372,0.2274,1.0556,0.0561,0.0032
hafizabad,2003,0.200455405,27.38310484,30.33962519,42.27734727,9.299787954,1.523060939,14.67897171,7.724490479,86.4714649,29.10285714,44.87428571,98.80571429,36.72857143,21.11571429,33.93571429,8.265714286,25.14,330.0,1.112121212,585.8,371.5777777777779,167.48574613927016,248.48128342245988,205.4431684613916,252.04254520954595,418.56498575681815,205.548827067492,0.1798,0.26,0.0801,2.3519,0.7168,0.2242,0.2156,0.828,0.062,0.0038
jhang,2003,0.154531849,22.7898802,38.69853023,38.51152223,7.684066378,1.521484137,13.99187519,7.453346006,89.22363342,29.32142857,41.46857143,99.23,33.04857143,21.54714286,34.33285714,8.06,12.75285714,850.125,1.046857143,585.8000000000001,371.5777777777777,325.6122271839253,375.273822421541,22.404747578878982,67.30371445236227,418.56498575681815,334.41265197337714,0.2007,0.2771,0.0764,2.2358,0.6013,0.2435,0.2348,0.9731,0.0624,0.0039
jhelum,2003,0.243388652,25.41279174,37.12843044,37.45862102,8.916800462,1.523060939,17.82760547,7.169056461,112.1385719,29.10285714,44.87428571,96.93410713375,39.47857143,19.09714286,31.60571429,7.035714286,26.71571429,109.0,0.486238532,585.8000000000002,371.5777777777779,128.88932162968038,248.48128342245988,196.87727247735165,323.5823366271672,218.15945856800613,273.9191454906453,0.1805,0.2111,0.0306,8.2806,0.6087,0.1994,0.1938,1.9126,0.0304,0.0009
kasur,2003,0.169979994,24.64495377,36.25457295,39.10042908,9.428379014,1.528101478,15.48364319,7.610802111,89.32452179,29.54857143,44.81857143,98.89857143,32.92142857,21.88428571,34.73571429,9.061428571,17.23428571,405.0,1.049382716,585.8000000000001,371.5777777777777,249.1420035688061,18.12422751919408,446.6968693877183,215.92988344777496,209.6284584110801,673.9433683287482,0.1576,0.2461,0.0885,2.0467,0.69,0.2073,0.1916,1.1688,0.0678,0.0046
khanewal,2003,0.13925386,23.1228919,45.47436817,31.40295725,7.724291853,1.511466866,13.75895064,7.347015347,144.7483902,29.42571429,38.18714286,99.43,28.65857143,22.39142857,35.66142857,8.238571429,5.951428571,532.0,1.103383459,585.8000000000002,371.57777777777767,278.6715728389619,305.05694447620624,76.05487622376245,340.39229966363524,44.23836915013973,610.3044525664645,0.1526,0.2029,0.0503,5.0038,0.6031,0.1818,0.1752,1.4902,0.0434,0.0019
khushab,2003,0.158112817,24.16960883,26.14041699,49.69026842,7.749656236,1.537564182,12.73418343,7.61938197,79.25069198,29.32142857,41.46857143,99.10714286,34.07571429,21.48142857,34.17714286,8.702857143,15.85,176.0,0.6875,585.8000000000001,371.5777777777779,158.3049450517816,120.25855494872008,95.75814259696102,300.2179305761677,183.4087512258889,221.36615813020447,0.182,0.2525,0.0705,1.3955,0.557,0.216,0.2136,-0.1289,0.0636,0.004
lahore,2003,0.166441911,23.91523224,25.8205166,50.2644288,8.346927864,1.523060939,12.57633228,7.852002798,81.26379005,29.54857143,44.81857143,98.76714286,35.27,21.42142857,34.10428571,8.604285714,22.90571429,137.0,1.080291971,585.8000000000002,371.5777777777777,415.2726221765786,226.4253711405964,143.8158580821275,87.6565231749448,174.60331639709955,723.7863634887032,0.1735,0.2639,0.0904,1.1221,0.5979,0.2255,0.2116,0.9798,0.0688,0.0047
layyah,2003,0.080424699,22.29196537,36.36847159,41.33956613,6.66423485,1.498386898,14.98093283,7.548995474,80.65577163,29.24285714,38.79857143,99.46,29.59857143,21.76571429,34.36714286,8.745714286,7.345714286,440.0,0.861363636,585.8000000000002,371.5777777777777,342.30698919013173,239.2895289631813,330.5547174844254,271.0960935163929,171.73129951706048,356.53514487698794,0.105,0.2061,0.1011,0.9198,0.5041,0.1617,0.1664,0.1091,0.0753,0.0057
lodhran,2003,0.137538948,23.23360624,45.95257558,30.8139505,7.371388636,1.506242389,13.84318199,7.275304753,132.9219558,29.37571429,31.01428571,99.71142857,26.92428571,22.72857143,35.99428571,8.968571429,3.825714286,453.0,1.114790287,585.7999999999998,371.5777777777778,572.7814798166653,416.56025873173286,236.84641304250312,159.77966723178878,125.55654936289756,388.8355799253168,0.1473,0.1999,0.0526,4.4074,0.6031,0.1789,0.1699,1.5482,0.0467,0.0022
mandi bahauddin,2003,0.201839381,26.10929799,28.96537172,44.92544321,9.670252495,1.518841192,14.35482774,7.602293621,87.04824721,29.10285714,44.87428571,98.48714286,37.68,20.92714286,33.66428571,8.657142857,28.73285714,287.0,1.12543554,585.8000000000001,371.5777777777778,283.6279406558714,248.48128342245988,145.58244807131302,261.2610162984436,278.282492666901,415.3815873902677,0.2325,0.3178,0.0853,2.9674,0.7168,0.2749,0.2766,-0.0523,0.0705,0.005
mianwali,2003,0.158989767,26.68831913,32.37048602,40.94132529,9.511163446,1.511840409,15.20595543,7.602074387,90.90204148,28.55,39.79714286,96.93410713375,37.27714286,19.51142857,31.96285714,6.187142857,15.53142857,352.0,0.792613636,585.8000000000002,371.5777777777779,305.08277300773136,236.60608595516345,57.91984825431911,111.30908955181737,251.9178900643116,723.7863634887032,0.1305,0.2066,0.076,3.7999,0.6776,0.1766,0.1623,1.2378,0.0809,0.0065
multan,2003,0.115085175,22.9283732,45.33794246,31.73357711,6.918145083,1.507161506,13.9218079,7.236992732,122.3688676,29.31714286,34.78142857,99.80285714,26.67714286,22.69571429,35.57285714,9.411428571,3.951428571,473.0,1.027484144,585.8000000000002,371.5777777777777,0.0,406.111556720764,75.34833960442216,0.0,418.12592569074576,411.9300000000001,0.1515,0.2202,0.0687,1.9143,0.6031,0.1898,0.1829,0.8254,0.0581,0.0034
muzaffargarh,2003,0.088222851,22.83340907,42.33163522,34.83483987,6.38012474,1.494055078,14.84178225,7.492060066,82.22149655,29.31714286,34.78142857,99.80285714,26.67714286,22.69571429,35.57285714,9.411428571,3.951428571,687.0,0.956331878,585.8000000000002,371.5777777777777,408.4181680503698,257.14388073885283,193.3191996569372,142.00312914496885,418.56498575681815,491.4080733122649,0.1294,0.2153,0.0859,1.9277,0.584,0.1771,0.1706,0.3623,0.0769,0.0059
nankana sahib,2003,0.167302486,19.97827172,34.01520297,46.00647979,8.701091539,1.518841192,12.43120441,7.720458023,80.10548915,29.52285714,44.32,98.88571429,34.40428571,21.49857143,34.29857143,8.457142857,20.80714286,454.0,1.112055202,585.8000000000001,371.5777777777777,243.54529692678,130.61913676850347,0.0,167.73401130301932,189.6373511504106,295.49713938082635,0.1927,0.2776,0.0849,0.8069,0.5758,0.2386,0.2343,0.5851,0.0608,0.0037
narowal,2003,0.216319496,25.45529094,35.33818921,39.2066029,8.227725798,1.530096339,16.03339229,7.358177714,123.0161334,29.17714286,45.96,98.33571429,36.11,21.13428571,33.49428571,9.184285714,29.06285714,306.0,0.800653595,585.8000000000002,371.57777777777767,290.0589347937098,248.48128342245988,0.0,0.0,80.7195450577523,572.7372481618753,0.1903,0.2441,0.0538,2.5906,0.6502,0.2217,0.2122,1.1729,0.0467,0.0022
okara,2003,0.157144813,21.72739446,37.03793735,41.23467328,8.247179716,1.53423889,13.60017411,7.617680489,85.09235793,29.53857143,38.37,99.19571429,31.07857143,22.08142857,35.05857143,8.495714286,11.57714286,538.0,1.388475836,585.8000000000002,371.5777777777777,407.6864890992776,248.48128342245988,351.1888693087902,76.04757841183027,418.56498575681815,595.0675333157839,0.223,0.3052,0.0822,1.5047,0.6013,0.2694,0.2612,0.8968,0.0675,0.0046
pakpattan,2003,0.144086395,22.75436488,42.98412167,34.26151316,7.85615721,1.488206282,15.38696311,7.458479404,86.47478949,29.53857143,38.37,99.30857143,29.06142857,22.5,35.72,8.575714286,7.358571429,389.0,1.359897172,585.8000000000001,371.5777777777778,572.7814798166653,205.003443803932,562.2962957977411,635.3321734381334,418.56498575681815,371.1276003268814,0.1755,0.2503,0.0748,3.1653,0.6204,0.2232,0.208,1.5451,0.0721,0.0052
rahim yar khan,2003,0.074185087,23.5618907,45.41603829,31.02210557,6.662394545,1.488313127,14.61827705,7.53167932,76.73249437,29.58857143,24.58142857,100.1114286,23.16,24.06,37.02,10.94,3.072857143,749.0,0.987983979,585.7999999999998,371.5777777777778,351.72078622021365,153.3848195141466,606.9805889355309,416.1546719286103,418.56498575681815,411.93,0.1599,0.2159,0.056,3.7453,0.6031,0.1925,0.1848,1.3497,0.0476,0.0023
rajanpur,2003,0.094624351,24.06423753,41.39001552,34.54579882,6.459094751,1.487643038,15.59975532,7.708249033,81.59696618,29.10428571,28.33857143,100.0728571,24.05142857,23.54285714,36.57571429,10.24857143,3.507142857,335.0,1.002985075,585.8,371.5777777777778,152.1365653808219,343.43108778215753,43.60925247259122,155.75908868520298,418.56498575681815,202.2904468385452,0.1286,0.186,0.0574,3.2984,0.487,0.1551,0.1562,-0.5028,0.0562,0.0032
rawalpindi,2003,0.293671736,21.43771641,18.54535546,60.01706426,8.916800462,1.519756409,15.57050005,7.0,99.29446296,28.07571429,44.69428571,96.93410713375,38.48857143,18.62428571,30.69142857,7.052857143,31.96714286,270.0,0.644444444,585.8,371.5777777777778,315.54037267080736,18.12422751919408,147.73682714733496,0.0,101.30474336678456,95.93554595482212,0.2174,0.2898,0.0723,2.1539,0.6276,0.2599,0.2487,1.2042,0.0592,0.0035
sahiwal,2003,0.151114565,23.34293038,40.87749912,35.77950069,8.067043545,1.512581684,14.54219032,7.520981114,86.83327211,29.53857143,38.37,99.30857143,29.06142857,22.5,35.72,8.575714286,7.358571429,374.0,1.251336898,585.8000000000001,371.57777777777767,51.03851023426239,446.7664055938294,262.6883202361746,141.49530077722187,205.856427507298,714.6875139065352,0.2121,0.3106,0.0985,1.0842,0.6086,0.2699,0.2528,1.0665,0.0801,0.0064
