District,Year,soil_moisture,clay_0-30cm_mean_(%),sand_0-30cm_mean_(%),silt_0-30cm_mean_(%),soc_0-30cm_mean_(g/kg),bdod_0-30cm_mean_(g/cm³),cec_0-30cm_mean_(meq/100g),phh2o_0-30cm_mean_(pH),nitrogen_0-30cm_mean_(mg/kg),All Sky Longwave Down (W/m²),Cloud Coverage (%),Surface Pressure (kPa),Relative Humidity (%),Average Temperature (°C),Max Temperature (°C),Min Temperature (°C),Monthly Rainfall (mm),Area('000 acres),Yield(tonnes_per_acre),UREA,NP,MAP,SSP,SOP,MOP,AS,NPKs,25th_Percentile-(May),75th_Percentile-(May),IQR-(May),Kurtosis-(May),Max_NDVI-(May),Mean_NDVI-(May),Median_NDVI-(May),Skewness-(May),Std_NDVI-(May),Variance-(May)
sargodha,2013,0.19604141,23.32559565,29.07106301,47.60341272,8.149213029,1.517599389,11.82999451,7.710870947,77.6280688,28.25571429,40.91428571,99.07857143,37.87142857,20.60285714,33.52142857,8.788571429,23.05285714,520.0,1.109615385,585.8,371.5777777777778,5.0,248.48128342245988,176.0,244.9533333333333,225.0397350993377,570.0,0.2204,0.3126,0.0922,1.9205,0.7055,0.2728,0.2636,0.9908,0.0746,0.0056
sheikhupura,2013,0.196135843,25.48146294,27.48142676,47.03731938,8.255936419,1.523007811,13.0947961,8.0,81.47574095,29.42285714,40.58571429,98.84571429,38.17,20.51857143,33.44857143,8.18,17.25571429,545.0,1.233027523,585.8,371.5777777777778,315.54037267080747,446.7664055938294,251.0,199.47666666666663,225.0397350993377,190.5,0.1787,0.2526,0.0739,2.3548,0.604,0.2244,0.2086,1.3777,0.0658,0.0043
sialkot,2013,0.236346259,27.59647199,34.038009,38.36557989,10.40211128,1.517599389,16.64599154,7.582435763,109.5574369,29.17714286,43.52571429,98.11142857,40.22285714,20.72571429,33.33571429,9.93,30.77714286,503.0,1.212723658,585.8,371.5777777777778,315.54037267080747,85.0,35.0,244.9533333333333,225.0397350993377,60.591506269107725,0.1948,0.2431,0.0483,7.1544,0.6557,0.2243,0.2159,1.9207,0.0473,0.0022
toba tek singh,2013,0.178904873,22.27534611,32.42238468,45.30211006,7.681504753,1.527867319,14.02611217,7.530742368,84.47723696,29.24857143,37.88714286,99.31142857,36.09571429,20.96285714,33.67428571,8.402857143,16.46714286,380.0,1.331578947,585.8,371.5777777777778,3.0,248.48128342245988,290.0,244.9533333333333,225.0397350993377,238.0,0.2177,0.295,0.0773,1.8264,0.6358,0.2612,0.2531,0.9638,0.0609,0.0037
vehari,2013,0.140088574,23.07735465,46.44989532,30.47280075,7.543312991,1.501395987,14.56667749,7.415776062,127.0529409,29.46142857,35.55571429,99.51142857,33.37,21.75714286,34.46142857,9.147142857,11.77857143,620.0,1.324193548,585.8,371.5777777777778,315.54037267080747,248.48128342245988,486.0,244.9533333333333,225.0397350993377,281.0,0.1875,0.268,0.0805,1.7332,0.6377,0.233,0.2208,1.0273,0.0637,0.0041
attock,2014,0.286326532,23.17901964,19.49466876,57.32633798,8.916800462,1.523007811,16.3738695,7.032652587,99.29446296,27.97142857,46.15714286,96.93410713375,41.17428571,18.30142857,30.19714286,7.968571429,17.29432342088747,393.0,0.554707379,585.8,371.5777777777778,315.54037267080747,248.48128342245988,256.4507462686567,244.9533333333333,225.0397350993377,117.0,0.2374,0.3428,0.1054,-0.0994,0.6206,0.2942,0.2912,0.3758,0.0744,0.0055
bahawalnagar,2014,0.166385833,22.9042233,45.04427627,32.05161438,7.725205198,1.512642505,13.79395824,7.358470603,139.6220706,29.28,32.47,99.64,31.29142857,21.46714286,35.08857143,8.975714286,11.81142857,850.125,1.22886133,585.8,371.5777777777778,407.0,373.24064171123,533.2253731343284,346.5,225.0397350993377,411.93,0.2228,0.3265,0.1037,0.9543,0.7245,0.2814,0.2688,0.8932,0.0798,0.0064
bahawalpur,2014,0.098322909,23.33228973,49.83835207,26.82936439,6.956910005,1.489452973,14.91368202,7.415198511,88.68007501,29.55857143,30.50142857,99.87428571,29.21142857,21.91571429,35.36142857,9.364285714,8.261428571,720.0,1.223611111,585.8,371.5777777777778,315.54037267080747,426.0,76.0,142.0,225.0397350993377,411.93,0.1421,0.2183,0.0762,3.2727,0.6803,0.188,0.1802,1.3211,0.0625,0.0039
bhakkar,2014,0.096047568,22.99418972,34.65893653,42.34668707,7.004199957,1.504818159,15.03399747,7.562328115,84.25889218,29.09571429,34.28142857,99.39714286,34.04142857,20.24428571,33.33,7.827142857,14.60428571,428.0,1.018691589,585.8,371.5777777777778,315.54037267080747,248.48128342245988,77.0,60.0,225.0397350993377,411.93,0.0974,0.2315,0.1341,-0.0874,0.6234,0.1754,0.1813,0.3882,0.0842,0.0071
chakwal,2014,0.270780866,24.95145552,34.04584409,41.00278272,8.916800462,1.518841192,16.23380115,7.27006394,109.6470119,28.07,40.75142857,96.93410713375,42.70714286,17.62714286,31.29428571,6.875714286,31.54428571,297.0,0.531986532,585.8,371.57777777777767,315.54037267080747,248.48128342245988,10.0,244.9533333333333,225.0397350993377,411.93,0.2422,0.3173,0.0751,3.8801,0.6828,0.2855,0.2729,1.3391,0.0647,0.0042
chiniot,2014,0.212175273,21.38071035,29.89557793,48.72370037,7.98566382,1.515365903,11.9200304,7.652336945,80.83532067,28.96428571,34.00285714,99.20714286,34.46571429,20.33428571,33.91571429,7.871428571,19.22428571,296.0,1.273648649,585.8,371.5777777777778,315.54037267080747,248.48128342245988,45.0,244.9533333333333,225.0397350993377,411.93,0.2583,0.3448,0.0865,1.7824,0.6708,0.3089,0.2969,0.9792,0.0767,0.0059
dera ghazi khan,2014,0.132177737,23.39515004,42.09708534,34.5078131,6.731983444,1.493035367,14.52150244,7.59410394,78.71948246,29.25413536510645,32.76857143,98.47142857,28.13571429,21.33714286,34.77857143,10.06857143,7.804285714,437.0,1.178489703,585.8,371.5777777777778,174.77018633540374,64.0,97.0,177.47666666666663,225.0397350993377,390.465,0.1849,0.2858,0.1009,0.8979,0.6048,0.2401,0.2262,0.5891,0.0817,0.0067
faisalabad,2014,0.208129853,23.74880918,33.73281683,46.87053341,7.908887425,1.515365903,12.05106161,7.668717385,80.18262089,29.03142857,35.91714286,99.20714286,34.46571429,20.33428571,33.91571429,7.871428571,19.22428571,745.0,1.275167785,585.8,371.5777777777778,315.54037267080747,248.48128342245988,121.0,161.0,225.0397350993377,411.93,0.2554,0.3288,0.0734,1.3644,0.637,0.2959,0.29,0.7641,0.0608,0.0037
gujranwala,2014,0.239883529,27.76819004,29.90469572,42.32715599,9.39715933,1.523060939,15.08010092,7.728752551,87.61308896,28.78142857,41.75,98.90285714,37.14,19.91,33.77142857,8.462857143,21.04714286,589.0,1.283531409,585.8,371.5777777777778,315.54037267080747,248.48128342245988,75.0,48.0,225.0397350993377,411.93,0.2016,0.2899,0.0883,2.4073,0.7191,0.2517,0.2396,1.0966,0.0673,0.0045
gujrat,2014,0.264498726,26.05328035,32.963105,40.98357489,10.38613988,1.517214506,15.7080344,7.287606163,111.744565,28.78142857,41.75,98.26714286,39.05714286,20.01571429,33.22142857,9.73,27.41,381.0,0.721784777,585.8,371.5777777777778,315.54037267080747,446.7664055938294,256.4507462686567,244.9533333333333,225.0397350993377,217.0,0.2489,0.3201,0.0712,3.2853,0.7102,0.2903,0.2806,1.2126,0.0621,0.0039
hafizabad,2014,0.237796373,27.38310484,30.33962519,42.27734727,9.299787954,1.523060939,14.67897171,7.724490479,86.4714649,28.69714286,40.25,98.90285714,37.14,19.91,33.77142857,8.462857143,21.04714286,390.0,1.248717949,585.8,371.5777777777779,315.54037267080747,248.48128342245988,15.0,13.0,225.0397350993377,182.0,0.1998,0.2887,0.0889,1.9631,0.7182,0.2496,0.2381,0.9869,0.0661,0.0044
jhang,2014,0.186108956,22.7898802,38.69853023,38.51152223,7.684066378,1.521484137,13.99187519,7.453346006,89.22363342,28.96428571,34.00285714,99.35285714,34.16285714,20.36285714,33.90714286,7.562857143,19.94571429,724.0,1.23480663,585.8,371.5777777777778,315.54037267080747,248.48128342245988,64.0,135.0,225.0397350993377,411.93,0.247,0.3475,0.1005,1.1366,0.7182,0.3035,0.2936,0.8074,0.081,0.0066
jhelum,2014,0.274358764,25.41279174,37.12843044,37.45862102,8.916800462,1.523060939,17.82760547,7.169056461,112.1385719,28.69714286,40.25,96.93410713375,42.70714286,17.62714286,31.29428571,6.875714286,31.54428571,133.0,0.661654135,585.8,371.57777777777767,315.54037267080747,248.48128342245988,256.4507462686567,244.9533333333333,225.0397350993377,63.0,0.2429,0.2997,0.0568,2.438,0.6384,0.2757,0.2672,1.138,0.0469,0.0022
kasur,2014,0.213577349,24.64495377,36.25457295,39.10042908,9.428379014,1.528101478,15.48364319,7.610802111,89.32452179,29.11285714,39.04,98.99571429,35.97285714,20.48142857,33.44142857,8.968571429,18.99142857,450.0,1.217777778,585.8,371.5777777777778,315.54037267080747,90.0,183.0,204.0,225.0397350993377,723.7863634887032,0.1842,0.3013,0.1171,1.6575,0.7344,0.2572,0.2258,1.3806,0.0995,0.0099
khanewal,2014,0.163109977,23.1228919,45.47436817,31.40295725,7.724291853,1.511466866,13.75895064,7.347015347,144.7483902,29.28,32.47,99.55,31.99,21.11428571,34.66285714,8.484285714,13.87142857,532.0,1.283834586,585.8,371.5777777777778,315.54037267080747,248.48128342245988,206.0,155.0,225.0397350993377,411.93,0.219,0.3135,0.0946,1.1373,0.6576,0.2726,0.2594,0.9526,0.0741,0.0055
khushab,2014,0.199946779,24.16960883,26.14041699,49.69026842,7.749656236,1.537564182,12.73418343,7.61938197,79.25069198,28.96428571,34.00285714,99.22142857,34.39714286,20.38714286,34.15142857,8.277142857,23.53714286,222.0,0.671171171,585.8,371.5777777777778,315.54037267080747,20.0,7.0,244.9533333333333,225.0397350993377,284.0,0.2169,0.2959,0.079,1.3939,0.6048,0.2569,0.2524,0.0905,0.0709,0.005
lahore,2014,0.217355385,23.91523224,25.8205166,50.2644288,8.346927864,1.523060939,12.57633228,7.852002798,81.26379005,29.11285714,39.04,98.85714286,37.72857143,20.06142857,33.20857143,8.861428571,21.64142857,147.0,1.183673469,585.8,371.5777777777778,315.54037267080747,248.48128342245988,46.0,30.0,225.0397350993377,598.0,0.1909,0.3101,0.1193,0.5671,0.6362,0.2593,0.2422,0.8878,0.0872,0.0076
layyah,2014,0.10130922,22.29196537,36.36847159,41.33956613,6.66423485,1.498386898,14.98093283,7.548995474,80.65577163,29.09571429,34.28142857,99.58714286,32.42285714,20.69857143,33.75,8.552857143,12.99,535.0,1.097196262,585.8,371.5777777777778,315.54037267080747,446.7664055938294,61.0,60.0,225.0397350993377,411.93,0.1459,0.2536,0.1077,0.2623,0.5912,0.2035,0.2092,0.237,0.089,0.0079
lodhran,2014,0.160995998,23.23360624,45.95257558,30.8139505,7.371388636,1.506242389,13.84318199,7.275304753,132.9219558,29.55857143,30.50142857,99.82428571,30.68714286,21.54571429,35.23285714,9.182857143,10.59142857,514.0,1.324902724,585.8,371.5777777777778,315.54037267080747,248.48128342245988,125.0,181.0,225.0397350993377,256.0,0.1995,0.2879,0.0885,1.817,0.683,0.2516,0.2354,1.1908,0.0731,0.0053
mandi bahauddin,2014,0.239831315,26.10929799,28.96537172,44.92544321,9.670252495,1.518841192,14.35482774,7.602293621,87.04824721,28.69714286,40.25,98.58,38.99857143,19.70571429,33.62428571,8.835714286,25.80285714,352.0,1.051136364,585.8,371.5777777777778,231.3612206905091,248.48128342245988,113.46777711468305,131.4370126666996,202.07696946665945,431.5228339935002,0.2654,0.3482,0.0828,2.0268,0.7182,0.3082,0.3084,0.4293,0.0694,0.0048
mianwali,2014,0.200619611,26.68831913,32.37048602,40.94132529,9.511163446,1.511840409,15.20595543,7.602074387,90.90204148,28.30428571,36.59428571,96.93410713375,38.93571429,18.43,31.72857143,9.532446031681111,25.23,440.0,1.013636364,585.8,371.57777777777767,315.54037267080747,35.0,11.0,60.0,225.0397350993377,656.0,0.1838,0.2696,0.0858,2.9833,0.6982,0.2334,0.2224,1.0429,0.081,0.0066
multan,2014,0.137227328,22.9283732,45.33794246,31.73357711,6.918145083,1.507161506,13.9218079,7.236992732,122.3688676,29.36571429,32.26571429,99.92,30.48142857,21.54857143,35.11571429,9.334285714,10.23285714,456.0,1.195175439,585.8,371.5777777777778,315.54037267080747,248.48128342245988,110.0,157.0,225.0397350993377,411.93,0.1945,0.298,0.1036,0.5304,0.683,0.25,0.2398,0.5689,0.0793,0.0063
muzaffargarh,2014,0.109893668,22.83340907,42.33163522,34.83483987,6.38012474,1.494055078,14.84178225,7.492060066,82.22149655,29.36571429,32.26571429,99.92,30.48142857,21.54857143,35.11571429,9.334285714,10.23285714,772.0,1.138601036,585.8,371.5777777777778,315.54037267080747,248.48128342245988,155.0,120.0,225.0397350993377,723.7863634887032,0.1775,0.2808,0.1033,0.6976,0.6334,0.2333,0.2225,0.506,0.0878,0.0077
nankana sahib,2014,0.212726163,19.97827172,34.01520297,46.00647979,8.701091539,1.518841192,12.43120441,7.720458023,80.10548915,29.03142857,35.91714286,98.99,35.30142857,20.23714286,33.77285714,8.564285714,18.05857143,308.0,1.256493506,585.8,371.5777777777778,315.54037267080747,446.7664055938294,3.0,244.9533333333333,225.0397350993377,177.0,0.2176,0.3144,0.0968,1.0978,0.6616,0.2711,0.266,0.6609,0.0721,0.0052
narowal,2014,0.282239647,25.45529094,35.33818921,39.2066029,8.227725798,1.530096339,16.03339229,7.358177714,123.0161334,28.78142857,41.75,98.40571429,41.53,19.81285714,32.62,9.487142857,27.61428571,405.0,1.0,585.8,371.5777777777778,315.54037267080747,248.48128342245988,33.0,51.0,225.0397350993377,686.0,0.2216,0.2864,0.0649,2.5353,0.6456,0.2595,0.2499,1.1943,0.0553,0.0031
okara,2014,0.195291173,21.72739446,37.03793735,41.23467328,8.247179716,1.53423889,13.60017411,7.617680489,85.09235793,29.21428571,31.31714286,99.30428571,33.10142857,20.79285714,34.19142857,8.194285714,16.04142857,561.0,1.452762923,585.8,371.5777777777778,315.54037267080747,248.48128342245988,118.0,232.0,225.0397350993377,411.93,0.2646,0.3792,0.1146,0.5084,0.7182,0.3287,0.3136,0.76,0.0895,0.008
pakpattan,2014,0.177987263,22.75436488,42.98412167,34.26151316,7.85615721,1.488206282,15.38696311,7.458479404,86.47478949,29.21428571,31.31714286,99.42285714,32.44142857,21.15142857,34.51142857,8.645714286,14.07714286,390.0,1.435897436,585.8,371.5777777777778,315.54037267080747,248.48128342245988,80.0,240.0,225.0397350993377,411.93,0.2358,0.386,0.1503,0.2049,0.726,0.3201,0.3032,0.738,0.1109,0.0123
rahim yar khan,2014,0.093833082,23.5618907,45.41603829,31.02210557,6.662394545,1.488313127,14.61827705,7.53167932,76.73249437,29.59,24.31285714,100.1985714,26.64857143,23.01428571,36.07285714,10.61428571,7.051428571,725.0,1.364137931,585.8,371.5777777777778,206.7701863354037,248.48128342245988,359.0,212.47666666666663,225.0397350993377,411.93,0.2228,0.3265,0.1037,0.9543,0.7245,0.2814,0.2688,0.8932,0.0798,0.0064
rajanpur,2014,0.111117445,24.06423753,41.39001552,34.54579882,6.459094751,1.487643038,15.59975532,7.708249033,81.59696618,29.22142857,29.76285714,100.1714286,27.95571429,22.4,35.92428571,10.03142857,8.418571429,437.0,1.054919908,585.8,371.5777777777778,315.54037267080747,226.0,64.0,60.0,225.0397350993377,720.0,0.147,0.2515,0.1044,0.2181,0.573,0.2019,0.1914,0.503,0.0815,0.0066
rawalpindi,2014,0.1811219964775061,21.43771641,18.54535546,60.01706426,8.916800462,1.519756409,15.57050005,7.0,99.29446296,27.97142857,46.15714286,96.93410713375,42.89142857,21.354374393397887,30.36285714,6.77,36.94428571,290.0,0.568965517,585.8,371.5777777777778,315.54037267080747,280.0,50.0,244.9533333333333,225.0397350993377,60.591506269107725,0.2808,0.3864,0.1057,0.191,0.6697,0.3376,0.3272,0.6293,0.0752,0.0057
sahiwal,2014,0.185969931,23.34293038,40.87749912,35.77950069,8.067043545,1.512581684,14.54219032,7.520981114,86.83327211,29.21428571,31.31714286,99.42285714,32.44142857,21.15142857,34.51142857,8.645714286,14.07714286,358.0,1.296089385,585.8,371.5777777777778,315.54037267080747,446.7664055938294,48.0,188.0,225.0397350993377,642.0,0.2805,0.4147,0.1342,0.1704,0.726,0.3551,0.3391,0.6866,0.1009,0.0102
sargodha,2014,0.21971309,23.32559565,29.07106301,47.60341272,8.149213029,1.517599389,11.82999451,7.710870947,77.6280688,28.07,40.75142857,99.22142857,34.39714286,20.38714286,34.15142857,8.277142857,23.53714286,548.0,0.936131387,585.8,371.5777777777778,315.54037267080747,248.48128342245988,98.0,60.0,225.0397350993377,723.7863634887032,0.2387,0.3298,0.0911,1.5827,0.6708,0.2896,0.2821,0.8233,0.074,0.0055
sheikhupura,2014,0.223305018,25.48146294,27.48142676,47.03731938,8.255936419,1.523007811,13.0947961,8.0,81.47574095,29.03142857,35.91714286,98.99,35.30142857,20.23714286,33.77285714,8.564285714,18.05857143,557.0,1.238779174,585.8,371.5777777777778,315.54037267080747,302.5,42.0,84.5,225.0397350993377,438.5,0.1904,0.2707,0.0803,2.5901,0.6362,0.2401,0.2229,1.4142,0.0711,0.0051
sialkot,2014,0.27455069,27.59647199,34.038009,38.36557989,10.40211128,1.517599389,16.64599154,7.582435763,109.5574369,28.78142857,41.75,98.26714286,39.05714286,20.01571429,33.22142857,9.73,27.41,518.0,1.222007722,585.8,371.5777777777778,315.54037267080747,181.0,27.0,10.0,225.0397350993377,291.0,0.2116,0.2734,0.0618,4.0462,0.6558,0.2488,0.2392,1.5009,0.055,0.003
toba tek singh,2014,0.197311062,22.27534611,32.42238468,45.30211006,7.681504753,1.527867319,14.02611217,7.530742368,84.47723696,28.96428571,34.00285714,99.45142857,32.74,20.76857143,34.24,8.017142857,16.35571429,424.0,1.339622642,585.8,371.5777777777778,315.54037267080747,446.7664055938294,131.0,60.0,225.0397350993377,411.93,0.2236,0.3081,0.0845,1.4185,0.6544,0.2706,0.2636,0.8241,0.0664,0.0044
vehari,2014,0.144627496,23.07735465,46.44989532,30.47280075,7.543312991,1.501395987,14.56667749,7.415776062,127.0529409,29.28,32.47,99.64,31.29142857,21.46714286,35.08857143,8.975714286,11.81142857,661.0,1.338880484,585.8,371.5777777777778,315.54037267080747,248.48128342245988,209.0,237.0,225.0397350993377,411.93,0.1981,0.2941,0.096,1.5216,0.7245,0.2523,0.2364,1.0384,0.0765,0.0059
attock,2015,0.277133791,23.17901964,19.49466876,57.32633798,8.916800462,1.523007811,16.3738695,7.032652587,99.29446296,28.30714286,47.72571429,96.93410713375,45.43428571,18.70571429,30.39428571,8.73,22.24705714280333,429.0,0.701631702,585.8,371.57777777777767,315.54037267080747,248.48128342245988,256.4507462686567,244.9533333333333,225.0397350993377,411.93,0.2553,0.3668,0.1114,-0.0724,0.6495,0.3151,0.3108,0.3919,0.0777,0.006
bahawalnagar,2015,0.154675763,22.9042233,45.04427627,32.05161438,7.725205198,1.512642505,13.79395824,7.358470603,139.6220706,30.09142857,37.23142857,99.62,34.85285714,21.88142857,35.68571429,9.892857143,14.67285714,850.125,1.273026316,585.8,371.5777777777778,563.7701863354038,154.24064171122996,420.5,635.3321734381334,225.0397350993377,646.465,0.2156,0.3119,0.0963,0.7611,0.6783,0.2693,0.2583,0.8244,0.0723,0.0052
bahawalpur,2015,0.085546772,23.33228973,49.83835207,26.82936439,6.956910005,1.489452973,14.91368202,7.415198511,88.68007501,30.28285714,32.39428571,99.85571429,33.11,22.26142857,35.97428571,10.17142857,13.57857143,734.0,1.232970027,585.8,371.5777777777778,315.54037267080747,60.0,63.0,635.3321734381334,225.0397350993377,411.93,0.1427,0.2083,0.0655,4.7168,0.7418,0.1819,0.1738,1.4606,0.0581,0.0034
bhakkar,2015,0.076743149,22.99418972,34.65893653,42.34668707,7.004199957,1.504818159,15.03399747,7.562328115,84.25889218,29.68571429,36.56142857,99.38,38.40857143,20.69,33.73428571,9.215714286,21.29428571,457.0,0.901531729,585.8,371.5777777777778,315.54037267080747,248.48128342245988,256.4507462686567,234.0,225.0397350993377,699.0,0.1204,0.2389,0.1185,0.4901,0.5854,0.1883,0.1898,0.5709,0.0821,0.0067
chakwal,2015,0.255362071,24.95145552,34.04584409,41.00278272,8.916800462,1.518841192,16.23380115,7.27006394,109.6470119,28.46428571,41.34142857,96.93410713375,49.82857143,17.87857143,31.18714286,7.375714286,18.539399809443083,295.0,0.671186441,585.8,371.5777777777779,315.54037267080747,248.48128342245988,256.4507462686567,244.9533333333333,225.0397350993377,411.93,0.2347,0.3043,0.0696,4.2451,0.666,0.2756,0.264,1.4498,0.0607,0.0037
chiniot,2015,0.193050138,21.38071035,29.89557793,48.72370037,7.98566382,1.515365903,11.9200304,7.652336945,80.83532067,29.66571429,37.76142857,99.19428571,40.54285714,20.55428571,33.9,9.002857143,24.44142857,296.0,1.175675676,585.8,371.5777777777778,315.54037267080747,71.0,23.0,301.0,225.0397350993377,411.93,0.2534,0.3512,0.0978,1.7377,0.7336,0.3098,0.2973,0.9308,0.0841,0.0071
dera ghazi khan,2015,0.117611707,23.39515004,42.09708534,34.5078131,6.731983444,1.493035367,14.52150244,7.59410394,78.71948246,28.30714286,31.52142857,98.45285714,30.80857143,21.92142857,35.38142857,10.72714286,10.43714286,462.0,1.207792208,585.8,371.5777777777778,174.77018633540374,25.5,195.22537313432835,315.47666666666663,225.0397350993377,378.965,0.1784,0.2817,0.1033,1.6905,0.6613,0.2364,0.2215,0.5599,0.0876,0.0077
faisalabad,2015,0.187026591,23.74880918,33.73281683,46.87053341,7.908887425,1.515365903,12.05106161,7.668717385,80.18262089,29.78285714,41.14428571,99.19428571,40.54285714,20.55428571,33.9,9.002857143,24.44142857,755.0,1.295364238,585.8,371.5777777777778,315.54037267080747,248.48128342245988,61.0,635.3321734381334,225.0397350993377,411.93,0.2533,0.3349,0.0815,0.636,0.6251,0.2971,0.2932,0.5039,0.063,0.004
gujranwala,2015,0.22760024,27.76819004,29.90469572,42.32715599,9.39715933,1.523060939,15.08010092,7.728752551,87.61308896,29.12857143,44.13,98.89857143,45.81571429,19.88428571,33.62428571,8.718571429,36.92714286,576.0,1.098958333,585.8,371.5777777777778,315.54037267080747,248.48128342245988,7.0,537.0,225.0397350993377,411.93,0.1956,0.29,0.0944,1.5772,0.7326,0.248,0.239,0.8202,0.07,0.0049
gujrat,2015,0.25071051,26.05328035,32.963105,40.98357489,10.38613988,1.517214506,15.7080344,7.287606163,111.744565,29.12857143,44.13,98.26857143,46.85285714,19.96142857,33.33,10.23428571,18.539399809443083,392.0,0.62244898,585.8,371.5777777777778,315.54037267080747,446.7664055938294,8.0,66.0,225.0397350993377,60.591506269107725,0.2608,0.3377,0.0768,2.2405,0.6679,0.3044,0.2953,0.9145,0.0642,0.0041
hafizabad,2015,0.226253915,27.38310484,30.33962519,42.27734727,9.299787954,1.523060939,14.67897171,7.724490479,86.4714649,29.16571429,42.28857143,98.89857143,45.81571429,19.88428571,33.62428571,8.718571429,36.92714286,403.0,1.2382134,585.8,371.57777777777767,315.54037267080747,248.48128342245988,16.0,295.0,225.0397350993377,210.0,0.1922,0.2855,0.0933,1.813,0.7326,0.2439,0.2341,0.8563,0.0693,0.0048
jhang,2015,0.168318549,22.7898802,38.69853023,38.51152223,7.684066378,1.521484137,13.99187519,7.453346006,89.22363342,29.66571429,37.76142857,99.33571429,39.85714286,20.68,33.96428571,9.127142857,23.63571429,749.0,1.244325768,585.8,371.5777777777778,315.54037267080747,248.48128342245988,36.0,383.0,225.0397350993377,411.93,0.2484,0.3462,0.0977,0.9298,0.6858,0.3023,0.2942,0.6774,0.0764,0.0058
jhelum,2015,0.261930614,25.41279174,37.12843044,37.45862102,8.916800462,1.523060939,17.82760547,7.169056461,112.1385719,29.16571429,42.28857143,96.93410713375,49.82857143,17.87857143,31.18714286,7.375714286,18.539399809443083,133.0,0.804511278,585.8,371.57777777777767,315.54037267080747,248.48128342245988,0.0,10.0,225.0397350993377,411.93,0.2386,0.2916,0.053,2.452,0.5899,0.2692,0.2612,1.1527,0.0439,0.0019
kasur,2015,0.193513105,24.64495377,36.25457295,39.10042908,9.428379014,1.528101478,15.48364319,7.610802111,89.32452179,29.66857143,42.12,98.98857143,42.22428571,20.51571429,33.85857143,9.344285714,28.11285714,414.0,1.241545894,585.8,371.5777777777778,315.54037267080747,20.0,89.0,244.9533333333333,225.0397350993377,723.7863634887032,0.1933,0.3215,0.1283,1.1533,0.7608,0.269,0.2385,1.2014,0.1014,0.0103
khanewal,2015,0.152413042,23.1228919,45.47436817,31.40295725,7.724291853,1.511466866,13.75895064,7.347015347,144.7483902,30.09142857,37.23142857,99.53142857,35.76857143,21.54428571,35.25,9.66,16.66714286,503.0,1.276341948,585.8,371.5777777777778,315.54037267080747,248.48128342245988,54.0,635.3321734381334,225.0397350993377,411.93,0.2111,0.2982,0.0871,1.065,0.6415,0.2604,0.2485,0.9324,0.0678,0.0046
khushab,2015,0.180001156,24.16960883,26.14041699,49.69026842,7.749656236,1.537564182,12.73418343,7.61938197,79.25069198,29.66571429,37.76142857,99.20714286,41.36571429,20.61,33.83714286,9.464285714,27.96428571,229.0,0.746724891,585.8,371.57777777777767,315.54037267080747,248.48128342245988,30.0,24.0,225.0397350993377,94.0,0.2102,0.2893,0.0791,1.326,0.659,0.2512,0.2456,0.2775,0.0695,0.0048
lahore,2015,0.195255166,23.91523224,25.8205166,50.2644288,8.346927864,1.523060939,12.57633228,7.852002798,81.26379005,29.66857143,42.12,98.85428571,45.4,20.01571429,33.47857143,8.878571429,35.17,148.0,1.108108108,585.8,371.5777777777778,315.54037267080747,369.0,1.0,289.0,225.0397350993377,411.93,0.1989,0.3311,0.1323,0.27,0.6576,0.2724,0.2521,0.8034,0.0928,0.0086
layyah,2015,0.084316278,22.29196537,36.36847159,41.33956613,6.66423485,1.498386898,14.98093283,7.548995474,80.65577163,29.68571429,36.56142857,99.56428571,36.49285714,21.17714286,34.24285714,9.905714286,17.19428571,577.0,1.029462738,585.8,371.5777777777778,315.54037267080747,446.7664055938294,24.0,308.0,225.0397350993377,411.93,0.1585,0.2636,0.105,1.0968,0.6052,0.2145,0.218,0.1109,0.0928,0.0086
lodhran,2015,0.149599403,23.23360624,45.95257558,30.8139505,7.371388636,1.506242389,13.84318199,7.275304753,132.9219558,30.28285714,32.39428571,99.80285714,34.78285714,21.92714286,35.86,9.904285714,13.99428571,504.0,1.263888889,585.8,371.5777777777778,315.54037267080747,206.0,56.0,635.3321734381334,225.0397350993377,442.0,0.1948,0.2777,0.0828,1.6682,0.6369,0.2434,0.2292,1.1403,0.0675,0.0046
mandi bahauddin,2015,0.224148987,26.10929799,28.96537172,44.92544321,9.670252495,1.518841192,14.35482774,7.602293621,87.04824721,29.16571429,42.28857143,98.57142857,47.45857143,19.70714286,33.51571429,9.135714286,18.539399809443083,357.0,0.985994398,585.8,371.5777777777778,231.9505806506413,248.48128342245988,135.38643338021438,267.5163086359417,203.401502118271,425.69419117451866,0.2548,0.3309,0.0762,2.8767,0.7326,0.2939,0.2928,0.435,0.067,0.0045
mianwali,2015,0.176687374,26.68831913,32.37048602,40.94132529,9.511163446,1.511840409,15.20595543,7.602074387,90.90204148,28.79,37.96857143,96.93410713375,45.93285714,18.71714286,31.77714286,7.117142857,30.48142857,450.0,0.717777778,585.8,371.5777777777779,315.54037267080747,248.48128342245988,256.4507462686567,106.0,225.0397350993377,411.93,0.1722,0.2454,0.0732,4.9344,0.7209,0.2149,0.2042,0.9126,0.0767,0.0059
